duration_months,credit_amount,installment_rate,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,telephone,foreign_worker,credit_risk
0.4780248962132916,-0.5282014981952324,1.2764333264981618,1.3344913643163705,0.5061481893472516,-1.389495141025911,1.166542793776225,1,2,3,0,2,4,2,0,2,0,2,0,0,1
0.3317653665202906,0.7810233383294175,0.3979520281511818,-0.4225742898197327,-0.44716211430854924,1.2946551635959391,1.166542793776225,3,1,7,3,4,2,0,1,2,1,3,0,0,0
-0.9845704007167183,0.2475368453657334,-1.3590105685427782,0.4559585372483189,-0.8046534781794745,1.2946551635959391,1.166542793776225,2,2,3,3,2,0,2,3,2,1,1,0,0,0
0.8192971321636272,0.3939527990234311,0.3979520281511818,1.3344913643163705,1.2807128110675898,0.3999383953886557,-0.06010578012096208,2,3,7,2,1,2,0,2,0,0,2,0,0,0
1.3555820743712976,0.9047226349347695,-0.4805292701957982,-0.4225742898197327,1.638204174938515,-0.4947783728186277,-0.06010578012096208,2,2,0,2,3,0,1,0,2,1,2,1,0,1
-0.30202592881604706,0.47523583753885607,0.3979520281511818,-1.3011071168877844,1.399876599024565,0.3999383953886557,-1.286754354018149,1,2,5,3,3,1,0,3,2,2,2,1,0,1
0.7705439555992936,1.4398063928474465,-0.4805292701957982,1.3344913643163705,-0.3875802203300617,1.2946551635959391,-1.286754354018149,0,1,3,1,4,3,0,0,2,1,3,0,0,1
-1.5696085194887224,1.165786717153525,0.3979520281511818,0.4559585372483189,-1.281308630007375,0.3999383953886557,1.166542793776225,1,2,1,0,4,4,0,3,2,2,2,1,0,1
1.6968543103216331,-1.616116402342732,-1.3590105685427782,-1.3011071168877844,-0.5663259022655244,-0.4947783728186277,-0.06010578012096208,0,3,8,2,4,2,0,0,2,1,0,0,0,0
1.0630630149852955,0.7558220469119714,-1.3590105685427782,1.3344913643163705,-1.6387999938783002,-0.4947783728186277,1.166542793776225,3,3,8,0,3,2,0,1,2,1,2,1,0,0
-0.3995322819447144,-1.1676398994421233,-1.3590105685427782,-0.4225742898197327,0.029493037519351187,-1.389495141025911,-1.286754354018149,1,2,8,3,3,0,0,0,2,1,2,1,0,1
0.9168034852922945,-0.2101682994623908,1.2764333264981618,-0.4225742898197327,-0.08967075043762392,-0.4947783728186277,1.166542793776225,0,1,4,0,1,0,1,3,0,0,2,1,0,0
-0.9845704007167183,1.1324216271078922,-0.4805292701957982,-1.3011071168877844,0.20823871945481384,-1.389495141025911,1.166542793776225,0,2,7,2,3,3,0,0,1,1,2,1,0,1
1.5018416040642986,0.5062937671026101,-0.4805292701957982,-0.4225742898197327,-0.208834538394599,1.2946551635959391,-0.06010578012096208,1,1,3,0,0,3,1,1,2,1,2,1,0,0
1.2580757212426301,-0.6061125329294498,-1.3590105685427782,0.4559585372483189,-0.14925264441611147,1.2946551635959391,-0.06010578012096208,3,1,10,0,3,4,0,2,2,0,2,0,0,1
-0.7408045178950501,1.1150291865521897,1.2764333264981618,1.3344913643163705,0.6848938712827143,1.2946551635959391,1.166542793776225,2,4,1,2,1,4,0,1,2,0,3,1,0,1
-0.887064047588051,-0.8645145068998836,-1.3590105685427782,-1.3011071168877844,1.638204174938515,1.2946551635959391,-0.06010578012096208,2,4,9,0,1,4,0,2,2,2,2,1,0,0
0.9655566618566283,0.054090312654350936,-1.3590105685427782,0.4559585372483189,1.1615490231106147,-1.389495141025911,1.166542793776225,2,1,8,0,0,0,0,3,2,1,3,1,0,0
1.6481011337572995,1.6891571987735863,-0.4805292701957982,1.3344913643163705,-0.745071584200987,1.2946551635959391,-0.06010578012096208,1,1,2,3,3,3,0,2,2,0,2,1,0,0
0.7705439555992936,1.0752750367105846,-0.4805292701957982,-1.3011071168877844,1.5786222809600274,0.3999383953886557,1.166542793776225,1,2,0,0,4,3,0,3,2,1,2,1,0,1
1.453088427499965,0.9938145243119382,1.2764333264981618,-1.3011071168877844,1.1019671291321271,-1.389495141025911,-0.06010578012096208,3,1,4,0,3,0,0,3,2,1,1,0,0,0
1.2093225446782965,0.3636047649925629,1.2764333264981618,1.3344913643163705,1.4594584930030525,-1.389495141025911,-0.06010578012096208,0,1,4,2,2,3,1,0,2,1,2,0,0,1
0.7705439555992936,-0.47762144147711866,1.2764333264981618,-1.3011071168877844,0.7444757652612018,1.2946551635959391,1.166542793776225,3,2,3,1,2,1,0,0,2,0,3,1,0,1
-1.618361696053056,-0.6840235676636671,0.3979520281511818,-0.4225742898197327,0.08907493149783874,-1.389495141025911,-0.06010578012096208,0,2,1,1,3,1,0,2,2,0,0,1,0,1
-1.2770894601027203,-0.9839544303079206,-0.4805292701957982,1.3344913643163705,-0.8642353721579621,-0.4947783728186277,-0.06010578012096208,1,2,3,0,2,2,0,1,2,1,3,0,0,1
-0.009506869430045079,-0.09250311488656825,1.2764333264981618,0.4559585372483189,-1.2217267360288875,1.2946551635959391,-1.286754354018149,0,2,4,4,4,2,1,0,2,2,1,1,0,1
1.1118161915496292,0.1871957250704398,-1.3590105685427782,-0.4225742898197327,-0.44716211430854924,-0.4947783728186277,-1.286754354018149,3,1,4,1,0,3,0,0,2,1,2,1,0,1
1.1605693681139628,0.7817332338623033,-0.4805292701957982,0.4559585372483189,-1.1025629480719124,-0.4947783728186277,1.166542793776225,2,0,3,4,3,3,1,2,2,0,1,1,0,1
-0.20451957568737975,1.2491994422676074,-1.3590105685427782,1.3344913643163705,-0.745071584200987,-1.389495141025911,1.166542793776225,1,2,9,1,1,1,2,1,2,0,2,1,0,1
-0.6432981647663827,-1.5763622525011267,-1.3590105685427782,-1.3011071168877844,1.1019671291321271,-1.389495141025911,1.166542793776225,2,3,8,0,3,2,0,2,2,1,3,0,0,0
-0.4970386350733817,1.3698816828581946,0.3979520281511818,1.3344913643163705,-1.1025629480719124,-1.389495141025911,-1.286754354018149,3,2,3,1,0,4,0,3,2,2,3,1,0,1
1.5018416040642986,1.0112069648676405,1.2764333264981618,-1.3011071168877844,1.5786222809600274,0.3999383953886557,-1.286754354018149,3,2,10,4,4,4,1,1,2,0,2,0,0,1
0.8680503087279609,1.5312054427064943,-0.4805292701957982,-1.3011071168877844,0.20823871945481384,0.3999383953886557,1.166542793776225,1,2,9,3,3,4,0,1,2,1,0,0,0,1
1.2093225446782965,0.10325057830669308,-0.4805292701957982,0.4559585372483189,-0.5067440082870368,0.3999383953886557,-0.06010578012096208,0,2,5,0,2,0,1,3,0,1,2,1,0,1
-1.6671148726173897,0.8229071747696801,-0.4805292701957982,-1.3011071168877844,-1.40047241796435,0.3999383953886557,1.166542793776225,2,3,9,2,4,1,0,1,0,0,3,1,1,0
-0.6432981647663827,-1.1639129478944727,1.2764333264981618,0.4559585372483189,0.9232214471966644,-1.389495141025911,-0.06010578012096208,1,2,8,4,3,0,0,3,0,0,2,1,0,1
-0.5457918116377154,1.4165573141454364,1.2764333264981618,-1.3011071168877844,-1.5792180998998127,-0.4947783728186277,-0.06010578012096208,3,3,0,3,4,4,0,1,0,1,2,1,0,1
-0.9358172241523847,1.3695267350917517,-0.4805292701957982,-0.4225742898197327,-0.6259077962440118,0.3999383953886557,-1.286754354018149,2,2,4,1,0,4,0,2,2,0,0,0,0,1
-0.9845704007167183,1.1091725484058819,0.3979520281511818,-1.3011071168877844,-0.9833991601149372,-0.4947783728186277,-1.286754354018149,1,2,5,1,3,0,0,3,2,1,0,0,0,1
1.1118161915496292,-0.3262362190892203,0.3979520281511818,-1.3011071168877844,-0.745071584200987,-1.389495141025911,-0.06010578012096208,3,1,9,1,4,3,1,1,0,1,2,0,0,0
-1.5696085194887224,-1.1474078767548777,-0.4805292701957982,-0.4225742898197327,0.20823871945481384,1.2946551635959391,1.166542793776225,0,2,4,1,2,2,0,2,2,1,2,1,0,1
0.3317653665202906,-1.1287731190166252,1.2764333264981618,-0.4225742898197327,-0.9833991601149372,1.2946551635959391,1.166542793776225,1,1,8,1,2,2,0,2,1,1,2,1,0,1
-0.1070132225587124,-0.6969791611388331,-0.4805292701957982,1.3344913643163705,1.5786222809600274,1.2946551635959391,-0.06010578012096208,3,1,2,1,4,2,0,1,2,2,1,1,0,0
1.453088427499965,-1.2317079712850674,1.2764333264981618,-1.3011071168877844,0.2678206134333014,-0.4947783728186277,-0.06010578012096208,1,1,3,4,2,0,2,3,2,0,1,1,0,1
0.9655566618566283,1.14928164601393,-1.3590105685427782,-1.3011071168877844,-0.44716211430854924,-1.389495141025911,-1.286754354018149,1,2,2,2,4,4,0,0,2,0,2,0,0,1
-0.44828545850904805,1.613553324521248,-1.3590105685427782,-1.3011071168877844,1.3402947050460774,-0.4947783728186277,1.166542793776225,1,2,7,3,3,3,0,2,2,0,1,1,0,1
0.5755312493419589,0.5201367299938834,-0.4805292701957982,-1.3011071168877844,-0.14925264441611147,-0.4947783728186277,1.166542793776225,2,3,7,2,4,2,0,0,2,1,2,1,0,0
-1.618361696053056,1.255411028180358,1.2764333264981618,1.3344913643163705,-1.1025629480719124,0.3999383953886557,-1.286754354018149,0,4,1,0,0,0,0,0,2,2,3,1,0,0
1.5505947806286322,-0.8543984955562608,-1.3590105685427782,1.3344913643163705,1.1019671291321271,-0.4947783728186277,1.166542793776225,2,1,9,2,1,1,0,1,2,1,3,0,0,1
0.6730376024706263,0.45251918048651024,-1.3590105685427782,-0.4225742898197327,0.6848938712827143,1.2946551635959391,-0.06010578012096208,0,1,10,2,1,0,0,3,1,1,2,1,0,0
-0.9358172241523847,-0.15106949634964734,0.3979520281511818,1.3344913643163705,0.7444757652612018,-1.389495141025911,1.166542793776225,3,0,4,0,4,2,0,0,1,0,2,1,0,1
-0.7895576944593837,1.3166395178917591,-0.4805292701957982,0.4559585372483189,1.0423852351536396,0.3999383953886557,-1.286754354018149,1,1,10,2,1,1,0,1,2,1,2,0,0,1
-1.2283362835383866,-1.7108874559829872,-0.4805292701957982,0.4559585372483189,1.4594584930030525,1.2946551635959391,-1.286754354018149,3,2,8,0,4,1,0,2,2,0,2,1,0,1
-1.3745958132313876,0.35526349248115463,-0.4805292701957982,-0.4225742898197327,-1.3408905239858624,1.2946551635959391,-0.06010578012096208,1,3,9,3,3,2,1,2,2,2,3,1,0,0
-0.7408045178950501,-0.5397373006046268,-1.3590105685427782,0.4559585372483189,0.3869844013902765,-0.4947783728186277,1.166542793776225,3,0,8,0,3,0,0,0,2,1,2,1,0,0
0.8680503087279609,-1.27359180772533,1.2764333264981618,-1.3011071168877844,0.2678206134333014,1.2946551635959391,-1.286754354018149,0,2,2,4,4,0,2,1,1,1,1,0,0,0
-0.6920513413307163,-1.25158504620587,1.2764333264981618,-0.4225742898197327,-1.1025629480719124,1.2946551635959391,1.166542793776225,1,1,5,1,2,2,0,0,2,0,2,1,0,0
0.5755312493419589,-0.2800930094516428,-0.4805292701957982,-0.4225742898197327,-1.6387999938783002,-1.389495141025911,-0.06010578012096208,0,2,7,1,2,0,1,1,2,1,2,1,0,0
0.3317653665202906,0.9762446098730145,0.3979520281511818,0.4559585372483189,-0.208834538394599,1.2946551635959391,-1.286754354018149,0,4,8,0,4,0,0,2,0,0,1,1,0,0
0.4292717196489579,1.624201757514535,1.2764333264981618,1.3344913643163705,0.029493037519351187,0.3999383953886557,-1.286754354018149,0,2,3,2,3,3,0,2,0,2,3,1,0,1
-1.0820767538453857,-0.430235914656991,-1.3590105685427782,1.3344913643163705,1.4594584930030525,1.2946551635959391,-0.06010578012096208,3,3,7,0,0,0,1,0,2,0,3,0,1,0
-0.5457918116377154,-0.11468735028924973,-1.3590105685427782,-0.4225742898197327,-1.4600543119428375,0.3999383953886557,1.166542793776225,0,2,5,0,3,2,0,3,2,1,3,0,1,1
1.4043352509356313,-0.19845502316977498,-1.3590105685427782,-0.4225742898197327,-0.6259077962440118,1.2946551635959391,-1.286754354018149,1,1,9,2,2,3,0,1,2,1,1,0,0,1
-0.8383108710237174,1.5968707794984314,1.2764333264981618,1.3344913643163705,1.638204174938515,0.3999383953886557,-0.06010578012096208,0,2,7,2,3,4,2,1,1,0,3,0,0,0
-0.30202592881604706,-1.6709558322581606,0.3979520281511818,0.4559585372483189,1.4594584930030525,-1.389495141025911,-0.06010578012096208,2,1,9,4,4,0,0,3,2,1,2,0,0,1
-0.1070132225587124,-1.080322748897169,0.3979520281511818,1.3344913643163705,1.1019671291321271,-0.4947783728186277,1.166542793776225,1,1,1,1,1,1,0,1,1,0,3,1,0,1
-1.2283362835383866,1.3851444368152395,0.3979520281511818,0.4559585372483189,1.2807128110675898,1.2946551635959391,1.166542793776225,1,1,1,0,3,3,0,2,2,0,3,1,0,1
0.18550583682728958,-0.11255766369059231,0.3979520281511818,0.4559585372483189,1.4594584930030525,1.2946551635959391,1.166542793776225,1,4,8,2,3,2,0,2,1,0,2,0,0,1
-1.1308299304097194,-1.1731415898219884,1.2764333264981618,1.3344913643163705,-1.4600543119428375,-1.389495141025911,-1.286754354018149,2,2,8,1,1,1,0,1,2,2,3,1,0,1
-0.8383108710237174,0.5304302152207275,1.2764333264981618,1.3344913643163705,1.4594584930030525,1.2946551635959391,1.166542793776225,1,1,4,0,3,3,0,2,2,1,1,1,0,1
-0.15576639912304607,0.9219376016072502,-0.4805292701957982,-0.4225742898197327,-0.745071584200987,-1.389495141025911,-1.286754354018149,1,3,9,0,3,2,0,3,1,1,2,0,0,0
-0.05826004599437874,0.7130508410556015,-0.4805292701957982,0.4559585372483189,0.20823871945481384,0.3999383953886557,-0.06010578012096208,1,1,1,3,4,2,0,3,0,1,0,0,0,1
-1.618361696053056,-1.0515719798152938,0.3979520281511818,-0.4225742898197327,1.5786222809600274,1.2946551635959391,1.166542793776225,2,3,0,2,0,4,0,1,2,1,3,0,1,1
-0.1070132225587124,-1.035954278091806,0.3979520281511818,1.3344913643163705,-1.6387999938783002,-0.4947783728186277,1.166542793776225,1,3,3,2,3,1,0,3,2,1,1,1,0,1
0.18550583682728958,1.0131591775830764,0.3979520281511818,-0.4225742898197327,1.2211309170891023,-0.4947783728186277,1.166542793776225,0,3,9,0,4,4,0,0,1,0,3,1,0,1
-1.0820767538453857,-0.5826859803442181,1.2764333264981618,0.4559585372483189,1.399876599024565,-0.4947783728186277,1.166542793776225,1,1,10,2,1,0,1,0,2,0,2,0,0,1
0.8192971321636272,0.19571447146506948,-0.4805292701957982,1.3344913643163705,0.2678206134333014,-0.4947783728186277,-1.286754354018149,3,2,6,2,2,3,1,0,0,1,1,1,0,1
-0.3995322819447144,1.0805992532072282,0.3979520281511818,-0.4225742898197327,1.2807128110675898,0.3999383953886557,-0.06010578012096208,1,1,2,4,3,3,0,2,2,0,2,0,0,1
1.5993479571929659,-0.17662573553353642,0.3979520281511818,-0.4225742898197327,-0.745071584200987,-0.4947783728186277,1.166542793776225,1,1,6,0,2,0,1,2,2,1,2,0,0,1
-0.887064047588051,-0.23607948641272275,-1.3590105685427782,1.3344913643163705,0.3869844013902765,-1.389495141025911,1.166542793776225,0,2,1,0,0,2,0,1,2,0,1,1,0,1
0.7217907790349599,1.3812400113843675,0.3979520281511818,0.4559585372483189,-0.6259077962440118,1.2946551635959391,1.166542793776225,0,1,9,1,3,3,2,0,0,1,3,1,0,1
0.5755312493419589,0.8938967280582608,-0.4805292701957982,1.3344913643163705,0.029493037519351187,0.3999383953886557,-0.06010578012096208,1,1,7,3,2,0,0,0,2,1,2,0,0,1
-0.05826004599437874,-1.4423694706689307,0.3979520281511818,1.3344913643163705,-0.5663259022655244,0.3999383953886557,-1.286754354018149,1,2,6,0,4,1,0,1,1,1,2,1,0,1
-0.2532727522517134,-0.36492552563149677,-1.3590105685427782,-1.3011071168877844,1.638204174938515,-1.389495141025911,-0.06010578012096208,1,1,0,1,1,0,0,1,0,1,1,1,0,1
-1.2283362835383866,1.3352742756300116,-1.3590105685427782,0.4559585372483189,-0.9238172661364497,-0.4947783728186277,1.166542793776225,0,4,3,4,0,4,0,1,2,1,1,1,0,1
-0.7408045178950501,0.4173793516086628,-0.4805292701957982,0.4559585372483189,1.0423852351536396,-0.4947783728186277,1.166542793776225,1,1,4,2,0,1,0,1,2,1,3,0,0,1
-1.2283362835383866,0.9169683328770496,-1.3590105685427782,0.4559585372483189,0.8040576592396893,-0.4947783728186277,-0.06010578012096208,1,4,10,0,4,3,0,2,2,1,2,0,0,1
-0.5457918116377154,1.6178126977185627,1.2764333264981618,-1.3011071168877844,-0.3875802203300617,0.3999383953886557,1.166542793776225,0,2,2,0,4,4,1,0,2,0,3,1,0,1
0.08799948369862225,1.0951521116313871,1.2764333264981618,1.3344913643163705,1.2807128110675898,0.3999383953886557,1.166542793776225,1,4,9,3,2,0,2,2,2,0,2,1,0,0
-1.5696085194887224,-0.7204057137240647,1.2764333264981618,0.4559585372483189,0.3869844013902765,0.3999383953886557,-0.06010578012096208,2,3,2,3,1,3,0,3,2,1,1,1,0,1
-1.6671148726173897,-1.2081039448166142,1.2764333264981618,-1.3011071168877844,-1.5792180998998127,1.2946551635959391,1.166542793776225,3,0,2,2,2,2,0,3,2,1,2,1,0,1
-0.30202592881604706,-0.5026452590113434,1.2764333264981618,-0.4225742898197327,1.399876599024565,1.2946551635959391,-1.286754354018149,0,3,4,0,2,3,2,3,2,1,2,0,0,0
-0.1070132225587124,0.3621849739267913,-0.4805292701957982,0.4559585372483189,-1.0429810540934248,0.3999383953886557,-0.06010578012096208,3,2,3,1,1,2,2,0,0,1,3,1,0,0
-0.009506869430045079,-1.2895644572152607,-0.4805292701957982,-0.4225742898197327,0.9232214471966644,-0.4947783728186277,-0.06010578012096208,2,1,7,1,2,4,0,2,2,1,1,1,0,1
-0.44828545850904805,1.1924077996367428,-0.4805292701957982,-1.3011071168877844,0.5657300833257392,-0.4947783728186277,-0.06010578012096208,1,3,1,0,4,1,0,3,2,0,1,0,0,0
-1.325842636667054,0.9187430717092641,1.2764333264981618,0.4559585372483189,0.446566295368764,-1.389495141025911,1.166542793776225,3,3,3,1,4,0,0,0,2,1,3,1,0,0
1.3068288978069638,-1.3390796706340458,1.2764333264981618,-1.3011071168877844,0.8636395532181769,0.3999383953886557,-0.06010578012096208,1,2,1,0,0,0,0,1,2,0,0,0,0,1
-0.5457918116377154,-1.619665880007161,-1.3590105685427782,0.4559585372483189,0.2678206134333014,1.2946551635959391,-0.06010578012096208,2,2,9,0,1,3,0,0,2,1,0,1,0,1
0.18550583682728958,-1.3712024434971284,1.2764333264981618,0.4559585372483189,-0.6259077962440118,0.3999383953886557,1.166542793776225,1,2,5,2,3,0,0,0,1,1,3,1,0,1
0.1367526602629559,-1.4359804108729584,-0.4805292701957982,-1.3011071168877844,-0.6854896902224994,1.2946551635959391,-1.286754354018149,1,1,1,4,2,4,0,0,2,2,2,1,0,1
-0.9845704007167183,-0.11841430183690022,0.3979520281511818,1.3344913643163705,0.6848938712827143,-1.389495141025911,-0.06010578012096208,1,4,4,4,3,1,2,3,0,0,3,1,0,1
-1.325842636667054,-0.1258682049322012,-0.4805292701957982,-0.4225742898197327,-0.9833991601149372,0.3999383953886557,1.166542793776225,3,4,8,1,3,2,0,0,2,1,1,0,0,0
-1.033323577281052,1.4422910272125469,-0.4805292701957982,0.4559585372483189,1.4594584930030525,1.2946551635959391,1.166542793776225,1,2,8,2,4,3,0,0,2,1,1,0,0,1
1.3555820743712976,0.7714397486354592,-1.3590105685427782,0.4559585372483189,1.1019671291321271,0.3999383953886557,-1.286754354018149,2,2,9,0,3,2,0,1,2,1,1,1,0,0
-0.887064047588051,0.869582806056922,1.2764333264981618,1.3344913643163705,-0.3279983263515741,0.3999383953886557,-0.06010578012096208,1,1,4,3,2,2,0,3,2,1,1,0,0,1
1.5018416040642986,-1.2398717699132542,0.3979520281511818,-1.3011071168877844,-1.1621448420504,0.3999383953886557,-0.06010578012096208,2,0,10,2,1,0,0,1,2,0,2,1,0,1
1.0630630149852955,1.6018400482286321,1.2764333264981618,-0.4225742898197327,-0.8642353721579621,-1.389495141025911,-0.06010578012096208,2,0,10,0,4,0,0,2,0,1,1,0,0,1
-1.4233489897957214,0.9741149232743571,1.2764333264981618,-0.4225742898197327,-1.6387999938783002,1.2946551635959391,-1.286754354018149,0,2,9,2,1,1,0,1,2,0,2,0,0,1
-0.1070132225587124,0.4250107285871852,-1.3590105685427782,1.3344913643163705,1.1019671291321271,0.3999383953886557,-0.06010578012096208,1,1,7,0,4,4,2,1,2,0,1,0,0,1
-1.5696085194887224,-1.650368861804472,-0.4805292701957982,-0.4225742898197327,-1.3408905239858624,0.3999383953886557,1.166542793776225,2,1,10,2,2,3,0,1,0,1,2,1,0,1
0.7217907790349599,-0.4740719638126896,0.3979520281511818,0.4559585372483189,1.3402947050460774,-1.389495141025911,1.166542793776225,1,1,2,3,0,4,0,1,2,2,2,1,0,1
-1.2770894601027203,0.8713575448891365,-0.4805292701957982,0.4559585372483189,1.3402947050460774,1.2946551635959391,-0.06010578012096208,2,4,9,1,1,0,0,3,2,1,2,1,0,0
-0.594544988202049,1.497307931011197,-0.4805292701957982,-1.3011071168877844,0.446566295368764,0.3999383953886557,1.166542793776225,1,0,9,0,4,3,0,3,0,1,2,0,0,1
0.4780248962132916,-0.5956415738193841,-1.3590105685427782,-1.3011071168877844,-0.208834538394599,-1.389495141025911,1.166542793776225,3,1,8,0,4,1,2,0,2,1,1,1,0,1
1.3068288978069638,0.47417099423952735,-0.4805292701957982,0.4559585372483189,-0.6854896902224994,-0.4947783728186277,-1.286754354018149,2,2,0,2,2,3,1,2,2,0,1,0,0,1
1.3068288978069638,0.3815296271979295,1.2764333264981618,1.3344913643163705,0.6848938712827143,0.3999383953886557,-0.06010578012096208,2,2,8,0,1,1,2,1,0,2,3,1,0,0
-1.3745958132313876,1.082551465922664,-1.3590105685427782,0.4559585372483189,-0.8642353721579621,-1.389495141025911,1.166542793776225,1,1,9,1,3,2,0,1,2,1,3,1,0,0
-1.6671148726173897,0.08763287658320533,1.2764333264981618,1.3344913643163705,1.638204174938515,0.3999383953886557,1.166542793776225,2,2,5,0,1,1,0,2,0,0,1,1,0,1
0.7217907790349599,1.1292270972099059,0.3979520281511818,-0.4225742898197327,0.446566295368764,1.2946551635959391,-0.06010578012096208,0,2,2,1,4,2,1,1,2,0,2,1,0,1
